ax,ay,az,gx,gy,gz,time
-0.43,0.2,12.77,-0.19,2.67,-0.19,1771658356.538541
0.68,-0.03,11.83,-0.46,3.3,-0.5,1771658356.551504
0.68,-0.03,11.83,-0.54,3.23,-0.56,1771658356.564574
2.49,-0.56,9.62,-0.52,2.87,-0.5,1771658356.5775669
2.3,-0.45,8.33,-0.38,1.47,-0.22,1771658356.590614
2.3,-0.45,8.33,-0.27,0.79,-0.14,1771658356.603331
1.31,-0.61,7.3,-0.14,0.25,-0.09,1771658356.616382
0.47,-0.53,7.85,0.0,-0.46,-0.1,1771658356.629719
0.59,-0.46,8.66,-0.0,-0.72,-0.07,1771658356.6425831
0.59,-0.46,8.66,-0.03,-0.96,-0.07,1771658356.6554072
1.11,-0.48,8.67,-0.05,-1.54,-0.07,1771658356.668355
1.56,-0.35,7.92,-0.01,-1.9,-0.09,1771658356.681293
1.56,-0.35,7.92,0.17,-2.35,-0.11,1771658356.694279
2.09,-0.61,9.13,0.34,-3.17,0.02,1771658356.7072299
1.25,-1.15,9.4,0.53,-3.27,0.14,1771658356.7203789
1.25,-1.15,9.4,0.6,-3.07,0.28,1771658356.7334359
0.53,-0.53,12.6,0.32,-1.86,0.37,1771658356.746291
-3.04,1.86,18.83,-0.14,-0.33,0.08,1771658356.759385
2.98,-1.06,9.03,-0.26,-0.09,-0.12,1771658356.7724018
2.98,-1.06,9.03,0.14,0.09,0.21,1771658356.785308
2.22,0.01,10.2,0.05,0.24,0.15,1771658356.798403
1.73,-0.27,9.59,-0.14,0.38,0.13,1771658356.8113668
1.73,-0.27,9.59,-0.26,0.59,0.08,1771658356.824356
1.77,-0.86,10.35,-0.27,0.79,0.18,1771658356.837385
0.34,-0.07,11.32,-0.28,1.16,0.15,1771658356.850441
0.34,-0.07,11.32,-0.38,1.92,-0.05,1771658356.863513
1.34,-0.28,10.7,-0.39,2.0,-0.1,1771658356.876555
1.78,-0.37,9.57,-0.32,1.85,-0.12,1771658356.8895009
1.8,-0.75,9.06,-0.08,1.27,-0.11,1771658356.9026098
1.8,-0.75,9.06,-0.06,0.95,-0.11,1771658356.9155462
0.99,-0.75,9.6,-0.1,0.72,-0.1,1771658356.9286
0.58,-0.65,9.42,-0.11,0.44,-0.11,1771658356.941814
0.58,-0.65,9.42,-0.08,0.34,-0.11,1771658356.954529
0.89,-0.34,9.49,-0.04,-0.08,-0.24,1771658356.967597
3.65,0.13,8.52,0.0,-0.63,-0.3,1771658356.980549
3.65,0.13,8.52,0.1,-1.63,-0.21,1771658356.993582
3.17,-1.69,7.12,0.4,-3.44,0.24,1771658357.006526
1.04,-1.76,9.73,0.38,-3.74,0.5,1771658357.0195699
-0.16,-0.47,12.44,0.22,-3.56,0.67,1771658357.032584
-0.16,-0.47,12.44,-0.03,-2.32,0.66,1771658357.045623
0.86,0.53,12.04,0.09,-1.21,0.42,1771658357.058572
3.83,-1.21,8.57,0.05,-0.85,0.18,1771658357.07165
3.83,-1.21,8.57,0.19,-0.87,0.32,1771658357.0846531
3.64,-0.47,9.35,0.16,-0.8,0.32,1771658357.0976782
2.96,-0.63,9.44,0.14,-0.67,0.34,1771658357.110613
2.42,-0.45,9.45,0.17,-0.28,0.22,1771658357.123661
2.42,-0.45,9.45,0.2,0.07,0.19,1771658357.136775
1.01,0.25,10.08,0.28,0.78,0.07,1771658357.14963
1.41,-0.11,10.41,0.27,1.94,-0.14,1771658357.1626291
1.41,-0.11,10.41,0.28,2.19,-0.17,1771658357.175764
2.35,-0.43,9.95,0.16,2.26,-0.19,1771658357.188786
2.34,-0.61,10.24,0.15,2.1,-0.2,1771658357.201623
2.34,-0.61,10.24,-0.04,2.02,-0.26,1771658357.214593
2.5,-0.24,10.35,-0.04,1.92,-0.29,1771658357.2276008
1.79,-0.57,10.4,-0.01,1.56,-0.27,1771658357.240832
1.18,-0.45,9.88,-0.01,1.48,-0.21,1771658357.253689
1.18,-0.45,9.88,-0.02,1.45,-0.2,1771658357.266669
1.5,-0.54,9.91,-0.09,1.32,-0.1,1771658357.279661
1.18,-0.83,9.5,-0.17,1.15,0.02,1771658357.292647
1.18,-0.83,9.5,-0.23,1.0,0.11,1771658357.305811
1.72,-0.78,9.06,-0.37,0.41,0.24,1771658357.318672
1.84,0.0,8.29,-0.4,-0.07,0.22,1771658357.331656
1.84,0.0,8.29,-0.36,-0.69,0.1,1771658357.344633
3.08,-0.44,7.17,0.03,-2.27,0.04,1771658357.357783
2.58,-0.77,8.51,0.17,-2.89,0.06,1771658357.3707101
1.84,-0.55,8.91,0.18,-3.23,0.06,1771658357.383668
1.84,-0.55,8.91,0.33,-3.2,-0.04,1771658357.3966908
1.65,-0.55,11.21,0.23,-2.89,-0.05,1771658357.409672
1.34,-0.82,10.27,0.27,-1.9,0.15,1771658357.4226649
1.34,-0.82,10.27,0.19,-1.02,0.25,1771658357.435654
0.05,-0.11,11.81,0.16,-0.03,0.25,1771658357.448672
0.31,-0.09,11.95,-0.07,1.82,0.04,1771658357.461625
1.24,0.16,10.96,-0.1,2.35,-0.04,1771658357.4748118
1.24,0.16,10.96,-0.0,2.63,-0.14,1771658357.4875112
2.24,-0.19,11.17,0.01,2.73,-0.21,1771658357.500469
1.82,-0.32,11.18,-0.06,2.71,-0.22,1771658357.513421
1.82,-0.32,11.18,-0.12,2.72,-0.24,1771658357.5264618
1.61,-0.38,10.56,-0.22,2.48,-0.17,1771658357.539424
1.18,-0.23,9.84,-0.22,2.24,-0.15,1771658357.552535
1.18,-0.23,9.84,-0.18,1.92,-0.14,1771658357.5654678
1.28,-0.47,8.71,-0.14,1.1,-0.08,1771658357.578458
1.68,-1.02,8.35,-0.17,0.63,0.01,1771658357.5915241
1.46,-0.34,7.85,-0.25,0.15,0.02,1771658357.604502
1.46,-0.34,7.85,-0.31,-1.33,-0.2,1771658357.617557
1.97,-0.57,6.53,-0.14,-2.15,-0.29,1771658357.630506
2.7,-0.89,7.07,-0.06,-2.88,-0.42,1771658357.643587
2.7,-0.89,7.07,0.3,-4.01,-0.33,1771658357.656629
1.74,-1.96,9.81,0.25,-4.01,-0.16,1771658357.6696892
-0.4,-0.45,12.7,0.26,-3.52,-0.06,1771658357.6827369
-0.4,-0.45,12.7,-0.16,-1.88,-0.32,1771658357.69573
1.0,0.86,11.77,-0.14,-1.43,-0.58,1771658357.708718
4.85,0.42,8.38,0.02,-1.39,-0.85,1771658357.7216582
6.13,-1.93,7.68,0.46,-2.52,-0.88,1771658357.7347069
6.13,-1.93,7.68,0.44,-2.02,-0.68,1771658357.7477682
0.86,-1.09,11.08,-0.04,-1.7,-0.62,1771658357.760733
0.42,-0.59,9.62,0.23,0.02,-0.0,1771658357.773846
0.42,-0.59,9.62,0.26,1.34,-0.0,1771658357.786744
0.28,1.07,12.99,0.02,2.22,-0.18,1771658357.7997599
2.1,0.42,9.72,0.11,2.65,-0.21,1771658357.8127239
2.33,-0.69,7.63,0.11,2.44,-0.1,1771658357.8257122
2.33,-0.69,7.63,0.19,2.23,0.07,1771658357.838758
1.34,-0.83,9.64,0.09,2.15,0.29,1771658357.851674
1.35,-0.49,9.83,-0.23,2.22,0.32,1771658357.86495
1.35,-0.49,9.83,-0.27,2.27,0.36,1771658357.877711
1.04,-0.08,10.08,-0.13,2.2,0.33,1771658357.890698
1.29,-0.57,9.84,-0.06,2.02,0.31,1771658357.9038012
1.29,-0.57,9.84,-0.32,1.66,0.28,1771658357.916794
0.72,-0.98,10.84,-0.52,1.48,0.26,1771658357.929792
0.59,-1.26,9.46,-0.57,1.31,0.19,1771658357.942809
0.64,-0.57,9.34,-0.46,1.14,0.24,1771658357.955696
0.64,-0.57,9.34,-0.3,0.95,0.21,1771658357.9686909
0.98,-0.56,9.3,-0.13,0.74,0.22,1771658357.981774
0.38,-0.42,9.72,0.01,0.4,0.16,1771658357.994729
0.38,-0.42,9.72,-0.0,0.25,0.13,1771658358.007728
0.42,-0.61,9.61,-0.01,0.16,0.13,1771658358.0207648
-0.2,-0.35,9.98,-0.03,0.22,0.08,1771658358.033828
-0.2,-0.35,9.98,-0.06,0.3,0.04,1771658358.046783
0.0,-0.57,9.85,-0.09,0.31,0.03,1771658358.059714
0.19,-0.28,9.48,-0.02,0.14,0.02,1771658358.077368
0.64,-0.37,9.35,0.07,-0.09,-0.01,1771658358.085783
0.64,-0.37,9.35,0.11,-0.32,-0.01,1771658358.098731
0.24,-0.37,9.61,0.06,-0.53,-0.07,1771658358.111767
0.16,-0.7,9.79,0.02,-0.62,-0.05,1771658358.124754
0.16,-0.7,9.79,-0.02,-0.63,-0.11,1771658358.137727
0.71,-0.5,9.61,-0.03,-0.96,-0.21,1771658358.150916
0.53,-0.74,9.42,0.08,-1.07,-0.19,1771658358.163745
0.53,-0.74,9.42,0.17,-1.01,-0.15,1771658358.176765
-0.75,-0.91,10.75,0.14,-0.38,-0.02,1771658358.189764
-1.19,-0.8,11.4,0.04,0.1,0.03,1771658358.2027981
-0.88,-0.5,10.59,-0.05,0.53,0.05,1771658358.215749
-0.88,-0.5,10.59,-0.05,1.0,0.07,1771658358.2288132
-0.29,-0.43,10.14,-0.01,1.07,0.07,1771658358.241966
-0.06,-0.8,10.3,0.01,1.08,0.08,1771658358.254852
-0.06,-0.8,10.3,-0.01,1.13,0.13,1771658358.267843
-0.41,-0.92,10.76,-0.01,1.28,0.18,1771658358.2807941
-1.37,-0.4,11.45,-0.12,1.55,0.17,1771658358.293838
-1.32,-0.35,10.95,-0.16,2.09,0.06,1771658358.306932
-1.32,-0.35,10.95,-0.2,2.17,-0.01,1771658358.31988
-0.88,-0.3,11.18,-0.27,2.15,-0.1,1771658358.332791
-0.46,-1.18,8.53,-0.36,1.68,-0.13,1771658358.3458402
-0.46,-1.18,8.53,-0.3,1.3,-0.04,1771658358.358801
-1.3,-1.06,8.11,-0.21,0.78,0.09,1771658358.3718
-2.07,-0.68,9.07,-0.25,0.76,0.02,1771658358.384812
-2.07,-0.68,9.07,-0.26,0.73,-0.05,1771658358.3978229
-1.61,-0.51,8.89,-0.23,0.26,-0.17,1771658358.410827
-1.02,-0.81,7.81,-0.19,-0.22,-0.17,1771658358.423975
-0.34,-0.06,11.28,-0.09,-0.78,-0.19,1771658358.436908
-0.34,-0.06,11.28,-0.02,-2.27,-0.32,1771658358.449895
1.47,-1.35,6.77,0.14,-3.2,-0.24,1771658358.462848
0.84,-1.49,9.06,0.27,-3.93,-0.2,1771658358.4757519
0.84,-1.49,9.06,0.4,-4.66,-0.1,1771658358.488837
1.13,-1.2,10.93,0.37,-4.49,-0.21,1771658358.501874
1.47,-1.12,11.76,0.34,-4.36,-0.34,1771658358.514831
1.47,-1.12,11.76,0.43,-3.96,-0.34,1771658358.5278342
0.27,-1.23,12.56,0.34,-2.94,-0.2,1771658358.540884
-2.97,-1.04,13.66,-0.37,-1.68,-0.17,1771658358.553956
-0.63,-1.43,9.07,0.48,0.32,0.3,1771658358.567039
-0.63,-1.43,9.07,0.55,1.52,0.49,1771658358.579839
-0.96,-0.15,13.96,-0.1,2.7,0.47,1771658358.5929458
0.45,-0.15,9.66,-0.44,3.79,0.17,1771658358.605941
0.45,-0.15,9.66,-0.37,3.68,0.12,1771658358.6188228
0.93,-0.34,9.36,-0.24,3.37,0.06,1771658358.631865
0.65,-0.7,9.33,0.01,2.53,-0.01,1771658358.644777
0.4,-1.04,9.44,-0.05,2.11,-0.01,1771658358.657922
0.4,-1.04,9.44,-0.09,1.73,-0.02,1771658358.671024
0.09,-1.09,9.23,-0.03,1.18,-0.05,1771658358.683949
-0.36,-0.94,9.78,-0.03,0.99,-0.08,1771658358.696877
-0.36,-0.94,9.78,-0.06,0.83,-0.11,1771658358.709857
-0.52,-1.29,9.51,-0.06,0.57,-0.05,1771658358.72302
-1.22,-1.06,9.79,-0.06,0.58,-0.06,1771658358.735958
-1.22,-1.06,9.79,-0.05,0.65,-0.05,1771658358.7488909
-1.36,-1.19,10.0,-0.12,0.88,-0.05,1771658358.7618072
-1.26,-0.89,9.86,-0.17,0.86,-0.04,1771658358.77505
-1.62,-0.85,9.4,-0.17,0.78,-0.05,1771658358.787914
-1.62,-0.85,9.4,-0.04,0.63,-0.08,1771658358.8009012
-1.51,-0.77,9.62,-0.0,0.5,-0.07,1771658358.813968
-1.81,-0.85,9.7,-0.04,0.41,-0.06,1771658358.826933
-1.81,-0.85,9.7,-0.09,0.42,-0.11,1771658358.84002
-2.01,-1.03,9.52,-0.08,0.43,-0.09,1771658358.8528252
-2.58,-0.95,10.07,-0.09,0.74,-0.1,1771658358.8658078
-2.58,-0.95,10.07,-0.14,0.84,-0.14,1771658358.878906
-2.23,-0.9,10.15,-0.15,0.88,-0.15,1771658358.892066
-2.15,-1.03,9.59,-0.14,0.87,-0.23,1771658358.9049091
-2.18,-1.12,9.3,-0.15,0.89,-0.27,1771658358.9179509
-2.18,-1.12,9.3,-0.14,0.83,-0.28,1771658358.9308429
-2.42,-1.67,9.66,-0.22,0.7,-0.18,1771658358.944004
-3.04,-1.34,9.25,-0.21,0.68,-0.14,1771658358.956853
-3.04,-1.34,9.25,-0.16,0.74,-0.13,1771658358.970072
-3.56,-1.06,9.73,-0.2,1.21,-0.33,1771658358.982922
-3.45,-1.39,9.44,-0.28,1.34,-0.41,1771658358.9958909
-3.45,-1.39,9.44,-0.31,1.33,-0.4,1771658359.0090759
-2.64,-1.6,8.9,-0.25,1.03,-0.24,1771658359.022062
-2.75,-1.75,9.15,-0.22,0.88,-0.14,1771658359.0351
-3.39,-1.46,9.44,-0.19,0.78,-0.05,1771658359.047947
-3.39,-1.46,9.44,-0.13,0.67,-0.01,1771658359.060957
-3.12,-1.26,9.56,-0.11,0.54,-0.02,1771658359.074028
-3.28,-1.36,8.9,-0.09,0.39,-0.01,1771658359.087091
-3.28,-1.36,8.9,-0.0,-0.01,-0.0,1771658359.099963
-3.24,-1.33,8.14,0.04,-0.28,0.02,1771658359.113024
-3.08,-1.55,7.48,0.11,-0.62,0.08,1771658359.1258938
-2.95,-1.27,7.28,0.28,-1.32,0.12,1771658359.139125
-2.95,-1.27,7.28,0.35,-1.65,0.09,1771658359.1519518
-2.21,-1.32,7.41,0.43,-2.03,0.09,1771658359.164962
-0.74,-1.21,8.0,0.54,-2.72,-0.06,1771658359.177907
-0.74,-1.21,8.0,0.55,-3.22,-0.05,1771658359.191108
-0.21,-1.93,8.51,0.55,-3.78,0.02,1771658359.20402
-1.31,-2.01,9.77,0.62,-3.93,0.3,1771658359.2170482
-1.31,-2.01,9.77,0.65,-3.49,0.39,1771658359.229883
-1.71,-1.12,13.13,0.43,-2.95,0.4,1771658359.242935
-1.77,-0.93,12.37,0.18,-1.97,0.26,1771658359.255957
-1.14,-1.1,12.22,0.13,-1.51,0.2,1771658359.268882
-1.14,-1.1,12.22,0.09,-1.02,0.19,1771658359.2819462
-0.14,-1.36,11.92,-0.12,0.27,0.19,1771658359.294935
-1.46,-1.17,11.59,-0.28,0.84,0.08,1771658359.3080409
-1.46,-1.17,11.59,-0.48,1.45,-0.19,1771658359.320992
-1.3,-0.68,11.02,-0.44,1.59,-0.2,1771658359.334052
-1.84,-0.68,10.38,-0.35,1.75,-0.21,1771658359.347054
-1.84,-0.68,10.38,-0.32,1.92,-0.32,1771658359.3600042
-1.15,-0.96,9.92,-0.29,1.82,-0.27,1771658359.372976
-1.21,-1.15,9.09,-0.28,1.62,-0.26,1771658359.385911
-1.53,-1.51,8.6,-0.1,1.17,-0.21,1771658359.398976
-1.53,-1.51,8.6,-0.07,1.11,-0.18,1771658359.411967
-1.97,-1.31,9.36,-0.09,1.2,-0.2,1771658359.425154
-1.84,-1.61,9.24,-0.16,1.26,-0.18,1771658359.4381409
-1.84,-1.61,9.24,-0.17,1.13,-0.09,1771658359.450967
-1.5,-1.75,8.57,-0.14,1.01,0.03,1771658359.463972
-1.59,-1.51,9.05,-0.1,0.85,0.12,1771658359.47699
-1.42,-1.54,9.3,-0.12,0.69,0.12,1771658359.490141
-1.42,-1.54,9.3,-0.13,0.48,0.14,1771658359.503039
-1.74,-1.6,9.58,-0.14,0.08,0.2,1771658359.516035
-2.32,-1.35,10.04,-0.19,0.05,0.18,1771658359.529005
-2.32,-1.35,10.04,-0.19,0.03,0.16,1771658359.541996
-2.32,-1.26,9.96,-0.09,-0.04,0.15,1771658359.554979
-2.92,-1.16,9.74,-0.02,0.21,0.06,1771658359.567968
-2.92,-1.16,9.74,-0.04,0.61,-0.06,1771658359.58098
-2.11,-1.44,9.74,-0.24,0.64,-0.08,1771658359.593964
-2.34,-1.49,8.88,-0.21,0.37,-0.1,1771658359.60715
-2.74,-1.71,9.18,-0.08,0.1,-0.09,1771658359.620102
-2.74,-1.71,9.18,0.04,0.24,-0.07,1771658359.6330109
-3.42,-1.92,10.18,-0.04,0.51,-0.08,1771658359.646095
-3.32,-1.88,9.77,-0.17,0.64,-0.06,1771658359.659133
-3.32,-1.88,9.77,-0.15,0.68,-0.09,1771658359.672205
-2.7,-1.56,8.83,-0.09,0.53,-0.07,1771658359.688739
-2.35,-1.77,8.78,-0.09,0.29,-0.04,1771658359.6993809
-2.35,-1.77,8.78,-0.02,-0.21,0.01,1771658359.710825
-2.88,-1.64,8.64,0.04,-0.32,0.0,1771658359.723874
-2.9,-1.8,9.58,0.06,-0.37,0.01,1771658359.736762
-2.9,-1.72,9.53,0.05,-0.57,0.08,1771658359.749915
-2.9,-1.72,9.53,0.09,-0.65,0.11,1771658359.762759
-2.61,-1.64,9.46,0.13,-0.75,0.12,1771658359.775845
-2.09,-1.53,9.28,0.18,-1.02,0.13,1771658359.78882
-2.09,-1.53,9.28,0.22,-1.16,0.08,1771658359.801909
-1.26,-1.17,8.73,0.37,-1.88,-0.06,1771658359.814804
-0.88,-1.24,8.27,0.49,-2.3,-0.12,1771658359.8278358
-0.88,-1.24,8.27,0.59,-2.63,-0.16,1771658359.8408298
-0.8,-1.8,8.51,0.67,-3.03,0.07,1771658359.853912
-2.06,-1.78,10.1,0.63,-2.81,0.21,1771658359.867049
-1.95,-1.31,11.67,0.53,-2.38,0.28,1771658359.880028
-1.95,-1.31,11.67,0.28,-1.43,0.29,1771658359.893028
-1.19,-1.14,11.24,0.19,-1.09,0.27,1771658359.9060748
-0.18,-1.38,10.33,0.13,-0.89,0.25,1771658359.91906
-0.18,-1.38,10.33,0.11,-0.68,0.19,1771658359.932192
-0.79,-1.33,10.37,0.11,-0.54,0.13,1771658359.945077
-0.8,-1.11,10.85,0.06,-0.28,0.09,1771658359.958078
-2.12,-1.39,11.49,-0.07,0.79,0.09,1771658359.9712262
-2.12,-1.39,11.49,-0.23,1.6,0.06,1771658359.9841
-2.01,-1.04,11.43,-0.32,2.28,0.03,1771658359.997157
-1.04,-1.06,10.99,-0.33,2.99,-0.1,1771658360.0100758
-1.04,-1.06,10.99,-0.34,2.82,-0.13,1771658360.023229
-0.73,-1.13,9.83,-0.29,2.47,-0.16,1771658360.036086
-1.03,-1.18,9.2,-0.14,1.93,-0.27,1771658360.049079
-1.03,-1.18,9.2,-0.09,1.7,-0.3,1771658360.062027
-1.88,-1.46,9.44,-0.08,1.47,-0.29,1771658360.075098
-1.97,-1.84,9.47,-0.1,1.32,-0.15,1771658360.088126
-1.85,-1.55,9.83,-0.14,1.33,-0.08,1771658360.101286
-1.85,-1.55,9.83,-0.21,1.25,0.0,1771658360.1141179
-0.73,-1.26,8.72,-0.19,0.57,0.27,1771658360.1270661
-0.97,-1.18,8.31,-0.06,0.05,0.36,1771658360.140082
-0.97,-1.18,8.31,-0.03,-0.48,0.37,1771658360.153116
-1.51,-1.33,8.83,-0.18,-1.44,0.24,1771658360.16609
-2.06,-1.34,8.54,-0.2,-1.89,0.1,1771658360.1790159
-2.06,-1.34,8.54,-0.12,-2.34,-0.0,1771658360.1920938
-1.5,-1.62,7.83,0.16,-2.92,0.0,1771658360.205088
-2.11,-1.71,10.16,0.16,-2.86,0.05,1771658360.218158
-2.15,-1.81,11.7,0.18,-2.61,0.12,1771658360.2311192
-2.15,-1.81,11.7,-0.01,-1.69,0.21,1771658360.244152
-1.88,-1.16,11.21,-0.03,-0.95,0.21,1771658360.257246
-1.43,-1.16,10.64,-0.02,0.6,0.13,1771658360.270197
-1.43,-1.16,10.64,-0.04,1.14,0.07,1771658360.283162
-1.26,-1.42,10.52,-0.09,1.52,0.03,1771658360.2961438
-1.94,-1.48,10.54,-0.15,1.81,-0.08,1771658360.3091881
-1.58,-1.43,10.42,-0.16,1.84,-0.12,1771658360.3222442
-1.58,-1.43,10.42,-0.12,1.81,-0.13,1771658360.335192
-1.56,-1.59,9.89,0.03,1.69,-0.16,1771658360.348118
-1.75,-1.48,9.49,0.07,1.58,-0.14,1771658360.3610911
-1.75,-1.48,9.49,0.1,1.44,-0.15,1771658360.3741
-2.08,-1.87,9.62,-0.03,1.19,-0.02,1771658360.387147
-2.21,-1.7,9.63,-0.07,1.19,0.07,1771658360.4001951
-2.21,-1.7,9.63,-0.08,1.13,0.18,1771658360.413132
-1.83,-1.56,9.52,-0.06,0.7,0.3,1771658360.4260821
-2.16,-1.39,8.49,0.0,0.33,0.3,1771658360.439177
-2.08,-1.7,7.69,0.04,-0.15,0.2,1771658360.45227
-2.08,-1.7,7.69,0.03,-1.28,0.09,1771658360.465125
-1.32,-1.71,7.71,0.02,-1.84,0.07,1771658360.478196
-1.3,-1.36,8.44,-0.02,-2.29,0.03,1771658360.491304
-1.3,-1.36,8.44,-0.02,-2.88,-0.07,1771658360.5042439
-1.04,-1.26,9.11,0.05,-3.01,-0.13,1771658360.517223
-0.93,-1.5,8.98,0.2,-3.14,-0.16,1771658360.5301561
-0.93,-1.5,8.98,0.34,-3.06,-0.17,1771658360.543139
-0.67,-1.99,10.34,0.35,-2.83,-0.1,1771658360.556343
-0.98,-1.52,11.78,0.3,-2.37,-0.03,1771658360.5692632
-0.66,-1.1,11.65,0.11,-1.04,0.03,1771658360.582165
-0.66,-1.1,11.65,0.08,-0.08,0.08,1771658360.595179
-0.32,-1.04,11.09,0.07,0.77,0.13,1771658360.6083462
-0.76,-1.5,10.79,-0.12,1.74,0.19,1771658360.6211488
-0.76,-1.5,10.79,-0.08,1.82,0.12,1771658360.634343
-1.05,-1.33,10.71,-0.06,1.73,0.02,1771658360.6470988
-0.98,-1.38,10.49,0.01,1.61,-0.09,1771658360.6601799
-1.37,-1.26,10.15,0.01,1.7,-0.16,1771658360.673352
-1.37,-1.26,10.15,-0.03,1.81,-0.24,1771658360.686174
-0.72,-1.61,9.17,-0.13,1.8,-0.25,1771658360.699185
-1.17,-1.54,9.6,-0.07,1.62,-0.21,1771658360.712162
-1.17,-1.54,9.6,-0.08,1.47,-0.18,1771658360.725217
-1.12,-1.64,9.62,-0.11,0.97,-0.06,1771658360.738254
-0.99,-1.53,8.93,-0.16,0.72,-0.03,1771658360.7512581
-0.99,-1.53,8.93,-0.04,0.19,0.09,1771658360.764197
-1.14,-1.65,8.65,-0.02,-0.04,0.13,1771658360.777269
-1.14,-1.77,9.15,-0.05,-0.27,0.17,1771658360.790348
-1.27,-1.59,9.13,-0.14,-0.94,0.29,1771658360.8032398
-1.27,-1.59,9.13,-0.19,-1.35,0.33,1771658360.816231
-1.18,-1.64,8.55,-0.14,-1.67,0.35,1771658360.829189
-1.1,-1.3,8.98,0.18,-1.94,0.31,1771658360.842368
-1.1,-1.3,8.98,0.29,-1.93,0.25,1771658360.8553338
-1.25,-1.24,10.34,0.38,-1.87,0.2,1771658360.868242
-0.92,-1.58,10.46,0.28,-1.57,0.17,1771658360.88121
-0.92,-1.58,10.46,0.23,-1.35,0.2,1771658360.894249
-1.47,-1.24,11.08,0.15,-1.01,0.14,1771658360.907382
-0.93,-1.09,10.84,0.08,-0.37,0.02,1771658360.9202838
-0.88,-1.04,10.48,0.1,0.0,-0.04,1771658360.933275
-0.88,-1.04,10.48,0.1,0.38,-0.07,1771658360.9462059
-1.04,-1.19,10.24,0.06,1.41,-0.13,1771658360.959211
